Dimer Name,Family Name,ED(MP),ED(MPrc),ED(NMP),ED(NMPrc),mmd
FLI1_FIGLA,ETS_bHLH,0.344500240584462,0.471791725564456,0.367830946682311,0.43382226465237,0.2172346959648704
FLI1_MAX,ETS_bHLH,0.34403902701603495,0.421751148859795,0.29043724217080297,0.48004459177577796,0.5913633050421963
FLI1_TCF3,ETS_bHLH,0.384266374763171,0.307079682635248,0.31564037840363,0.332618668328362,0.3155764645308759
ELK1_TEF,ETS_bZIP,0.285173365739824,0.6518929123347961,0.260277339963912,0.6097697066587211,0.1978841723026616
ERF_CEBPD,ETS_bZIP,0.299485032179462,0.654350796841582,0.252887326486069,0.6192444611479239,0.16589343937965853
ETV2_CEBPD,ETS_bZIP,0.12591057457494698,0.548425175568214,0.162426003456704,0.516670106352122,0.17386428497288214
ETV2_TEF,ETS_bZIP,0.23723521429609398,0.5862570027531719,0.231280716045553,0.5781599564115699,0.18232347312075742
ETV2_TEF_2,ETS_bZIP,0.4974839070213711,0.346093293083654,0.5060014869419289,0.335418837987635,0.6222563261203403
ETV5_CEBPD,ETS_bZIP,0.0953261212205219,0.6050104247490921,0.0973762508753301,0.604572111837229,0.13239925020294074
FLI1_CEBPB,ETS_bZIP,0.4327416929239129,0.5888878927573621,0.410482671763617,0.559939987034688,0.3107333261115746
FLI1_CEBPD,ETS_bZIP,0.386709709290089,0.5924066693706811,0.373621285871995,0.5903223296435229,0.29439319806828473
